,,5271,453930,Mobile Home Dealers: All Other Employees,8380,8391,818,8395,8398,8391,818,8391
Mobile Home Sales Agencies,15488,5271,453930,Mobile Home Dealers: Salespersons,8748,8748,818,8748,8748,8748,818,8748
,,5271,453930,Mobile Home Repair: Shop--by Dealer or,8380,8391,818,8395,8398,8391,818,8391
,,,,Specialist Contractor,,,,,,,,
,,5271,453930,Mobile Home Windstorm Tie-Down,8380,8391,818,8395,8398,8391,818,8391
,,,,Installation: by Dealer,,,,,,,,
Model Homes,46362,N/A,N/A,Model Homes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Modular Units Mfg.,57146,2452,321992,Modular Units Mfg.,2802,2812,305,2802,2802,2802,305,2802
"Motion Pictures--Development of Negatives,
Printing and All Subsequent Operations",98090,7819,512199,"Motion Picture--Development of Negatives,
Printing and All Subsequent Operations",4360,4362,928,4360,4360,4360,928,4360
FastComp.com 52 (800 ) 476-2948,,,,,,,,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,3652,512220,"Integrated Record Production/Distribution
(NAICS)",4360,4362,928,4360,4360,4352,928,4360
"Motion Pictures--Film Distribution or Exchanges--
Not Located at Motion Picture Studios",98091,"7822
7829","512120
512120","Film Exchange
Motion Picture--Film Exchange and Projection
Rooms","4362
4362","4362
4362","928
928","4360
4360","4362
4362","4362
4362","928
928","4362
4362"
"Motion Pictures--Production--Studios or Outside--
All Operations Prior to the Development of
Negatives",98092,7812,512110,"Motion Picture Production--In Studios or
Outside--All Operations Up to the
Development of Negatives",7610,9610,936,7610,9610,9610,936,4360
"Motorcycle, Moped or Motor Scooter Mfg.",57202,3751,336991,Motorcycle Mfg. or Assembly,3851,3808,463,3076,3507,3808,463,3865
Museums--Not-For-Profit Only,46427,8412,712110,Museums (Nonprofit),9101,8838,887,9101,9106,9101,887,9101
Museums--Other Than Not-For-Profit,46426,"8412
8412
8412","712120
712110
712110","Historical Sites (NAICS)
Public Museum--All Other Employees
Public Museum--Professional Employees and
Clerical","9101
9101
8810","8838
8838
8838","887
887
887","9101
9101
8810","9106
9106
8838","9101
9101
8838","887
887
887","9101
9101
8838"
Music Stores--Pre-Recorded,16676,5735,451220,Music Stores--Pre-recorded (CGL),8072,8071,928,8017,8017,8017,928,8017
Musical Instrument Mfg.,57257,"3931
3931
3931
3931","339992
339992
339992
339992","Musical Instrument Mfg.--Metal--NOC
Musical Instrument Mfg.--Wood--NOC
Organ Building and Installation
Piano Mfg.","3383
2923
2923
2923","3400
2923
2923
2923","458
323
323
323","3383
2790
2790
2790","3686
2923
2923
2923","3686
2923
2923
2923","458
323
323
323","2923
2923
2923
2923"
Musical Instrument Stores,15538,5736,451140,"Musical Instrument and Supplies Stores
(NAICS)",8044,8017,928,8017,8053,8017,928,8017
Nail Salons,15600,7231,812113,Nail Salons,9586,9586,977,9586,9586,9586,977,9586
Nails or Spikes Mfg.,57401,"3315
3315","332618
332618","Nail Mfg.
Spike Mfg.","3270
3132","3152
3152","445
445","3257
3132","3270
3132","3270
3132","445
445","3114
3132"
"Needles, Pins or Tacks Mfg.",57403,"3965
3965
3999","339993
339993
339999","Needle Mfg.
Pin Mfg.
Tack Mfg.","3119
3270
3270","3152
3152
3152","459
459
459","3257
3257
3257","4432
3270
3270","3383
3270
3270","459
459
459","3257
3257
3114"
Net Mfg.--Other Than Safety Nets,57410,"2396
2397
2241
2241","315999
313222
313221
313221","Braid or Fringe Mfg.
Embroidery Mfg.
Net Mfg.
Webbing Mfg.","2380
2388
2380
2380","2362
2362
2362
2362","134
136
225
132","2380
2380
2380
2380","2380
2388
2380
2380","2387
2388
2380
2380","134
136
225
132","2380
2380
2380
2380"
Net Mfg.--Safety Nets,57411,2241,313221,Net Mfg. (Safety Net),2380,2362,225,2380,2380,2380,225,2380
Newspaper or Magazine Distributors,15607,"5192
7383","424920
519110","News Agent or Distributor of Magazines or
Other Periodicals--Not Retail Dealer
News Syndicates (NAICS)","8745
7610","8745
7610","924
936","8745
7610","8745
7610","8745
7610","924
936","7230
7610"
Newsstands,15608,5994,451212,Newsstands (CGL),8017,8017,928,8017,8017,8017,928,8017
"Nightclubs, Cabarets and Comedy Clubs",15656,5813,722410,"Nightclubs, Cabarets and Comedy Clubs (Not
Taverns, Restaurants or Dance Halls) (CGL)",9084,9079,899,9058,9079,9074,899,9079
Nursery--Garden,15699,181,111421,Farm--Nursery Employees,5,5,13,5,5,5,13,5
,,3589,333319,Cash Register Mfg.,3574,3574,483,3574,3574,3574,483,3574
FastComp.com 53 (800 ) 476-2948,,,,,,,,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
Office Machines Mfg.,57572,"3579
3579","333313
333313","Computing, Recording or Office Machine Mfg.
NOC
Office Machine Mfg.","3574
3574","3574
3574","483
483","3574
3574","3574
3574","3574
3574","483
483","3574
3574"
,,7629,811212,Banks and Trust Companies--Office Machine,5191,8808,952,5191,5191,5191,952,5191
,,,,Repair,,,,,,,,
,,1731,238210,Instrument--Installation or Repair (CA),5191,5128,952,5191,5191,5191,952,5191
"Office Machines or Appliances--Installation,",98111,7629,811212,"Office Machine Installation, Inspection,",5191,5191,952,5191,5191,5191,952,5191
"Inspection, Adjustment or Repair",,,,Adjustment or Repair,,,,,,,,
,,7699,811490,Scales: Installation or Adjustment--Counter,5191,5191,952,5191,5191,5191,952,5191
,,,,Type,,,,,,,,
,,7699,811490,Scales--Installation or Adjustment--Coin-,5192,5192,933,5192,5192,5192,933,5192
,,,,Operated Type,,,,,,,,
"Oil or Gas Lease Operations--Natural Gas--
within the Limits of Any Town or City on the
Right-Of-Way of Any Railroad or in Any Ocean,
Gulf or Bay",98151,1311,211111,"Oil or Gas Lease Operations--Natural Gas--
within Limits of Town",1320,1320,28,1320,1320,1320,28,1321
"Oil or Gas Lease Work by Contractors--Not
Lease Operation",98152,"1389
1389","211112
213112","Gas or Oil Lease Work NOC--Natural Gas--by
Contractor
Oil or Gas Lease Work NOC--by Contractor","6216
6216","6216
6216","28
28","6216
6216","N/A
N/A","6216
6216","28
28","6216
6216"
"Oil or Gas Well Supplies or Equipment Dealers--
Secondhand",15188,"5084
5084","423830
423830","Oil or Gas Well: Supplies or Equipment
Dealer--Used
Oil Well Drilling Rigs--Warehousing and
Sales","8204
8106","8113
8106","926
926","8107
8106","8204
8106","8263
8106","926
926","8113
8106"
Oil or Gas Wells--Acidizing,98153,1389,213112,Oil or Gas Well: Acidizing--All Employees,6206,6206,607,6216,N/A,5213,607,6206
Oil or Gas Wells--Cementing,98154,1389,213112,Oil or Gas Well: Cementing,6206,6206,607,6216,N/A,5213,607,6206
"Oil or Gas Wells--Cleaning or Swabbing by
Contractors",98155,1389,213112,"Oil or Gas Well: Cleaning or Swabbing of Old
Wells Having Previously Produced Gas or Oil--
By Contractor--No Drilling",1322,1322,607,1322,1320,3724,607,6202
"Oil or Gas Wells--Cleaning or Swabbing by
Contractors--within the Limits of Any Town or
City, on the Right-Of-Way of Any Railroad or in
Any Ocean, Gulf or Bay",98156,1389,213112,"Oil or Gas Wells--Cleaning or Swabbing by
Contractors--within Limits of Town",1322,1322,607,1322,1320,3724,607,6202
,,1381,213111,Drilling or Redrilling of Oil or Gas Wells and,6235,6235,607,6235,6235,6235,607,6202
,,,,Installation of Casing,,,,,,,,
"Oil or Gas Wells--Drilling or Redrilling,",98157,1381,213111,Oil or Gas Drilling--Rotary Method,6235,6235,607,6235,6235,6235,606,6202
Installation or Recovery of Casing,,,,,,,,,,,,
,,1381,213111,Oil or Gas Well: Drilling or Redrilling,6235,6235,607,6235,6235,6235,607,6202
,,1381,213112,Oil or Gas Well: Installation or Recovery of,6236,6235,607,6235,6235,6235,607,6238
,,,,Casing,,,,,,,,
"Oil or Gas Wells--Drilling or Redrilling,",98158,1381,213111,"Oil or Gas Wells--Drilling or Redrilling,",6235,6235,607,6235,6235,6235,607,6202
Installation or Recovery of Casing--within the,,,,Installation or Recovery of Casing--within,,,,,,,,
"Limits of Any Town or City, on the Right-Of-Way",,,,Limits of Town,,,,,,,,
"of Any Railroad or in Any Ocean, Gulf or Bay",,,,,,,,,,,,
"Oil or Gas Wells--Instrument Logging or Survey
Work in Wells",98159,1382,541360,"Oil or Gas Well: Instrument Logging or Survey
Work",6237,6237,607,8601,6237,8601,607,6237
"Oil or Gas Wells--Non-Operating Working
Interest",46510,1311,211111,"Oil or Gas Wells--Non-operating Working
Interest",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oil or Gas Wells--Perforating of Casing,98160,1389,213112,"Oil or Gas Well: Perforating of Casing--All
Employees",6214,6237,607,6216,6235,5508,607,6206
Oil or Gas Wells--Servicing--by Contractors,98161,1389,213112,"Oil or Gas Well: Specialty Tool Operation
NOC--by Contractor--All Employees",6213,6213,607,6216,N/A,N/A,607,6213
Oil or Gas Wells--Shooting,98162,1381,213111,Oil or Gas Well: Shooting,6235,6235,607,6235,6235,5508,607,6202
FastComp.com,,54,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
Oil or Natural Gas Lease Operations,98150,"1311
1311","211112
211111","Gas or Oil Lease Operator--Natural Gas--All
Operations
Oil or Gas Lease Operator--All Operations","1320
1320","1320
1320","28
28","1320
1320","1320
1320","1320
1320","28
28","1321
1321"
Oil Refineries,15733,2911,324110,Oil Refining--Petroleum,4740,4740,581,4712,4740,1463,581,4740
,,1389,213112,Derrick or Oil Rig Erecting or Dismantling--All,5057,5057,655,5057,5057,5057,655,6202
,,,,Operations--Metal,,,,,,,,
Oil Rig or Derrick Erecting or Dismantling--Wood,98163,1389,213112,Derrick or Oil Rig Erecting or Dismantling--All,5403,5403,655,5403,5403,5403,655,6202
or Metal,,,,Operations--Wood,,,,,,,,
,,1389,213112,Oil Rig or Derrick Erecting or Dismantling--,5057,5057,655,5057,5057,5057,655,6202
,,,,Metal--All Operations,,,,,,,,
Oil Still Erection or Repair,98164,1389,213112,Oil Still Erection or Repair,3719,3719,655,3724,3719,3724,655,3719
Optical Goods Mfg.,57600,3827,333314,Optical Goods Mfg. NOC,4150,4150,487,4150,4150,4150,487,4150
Optical Goods Stores,15839,5995,446130,Optical Stores,8013,8013,920,8013,8013,8013,920,8013
"Orchards and Vineyards--Operation by
Contractors",98257,761,115115,"Vegetable, Berry, Flower or Bulb Farm or
Vineyard (NJ)",79,40,16,11,75,31,16,79
Ore Milling or Processing,57611,"3624
3295
3312","335991
327992
324199","Carbon and Graphite Product Mfg.
Graphite Mfg.--Not Artificial
Ore Milling","1452
1452
1452","1452
1452
1452","507
507
59","1624
1624
1624","1452
1452
1452","1452
1452
1452","507
507
59","1803
1803
1803"
"Orthopedic, Ambulation or Prosthetic Devices
Mfg.",57625,3842,339113,"Orthotic or Prosthetic Device Mfg. (CA, MI)",4693,4691,459,2790,4693,4693,459,4693
,,2011,311611,Butchering,2081,2081,111,2081,2081,2081,111,2081
,,2011,311611,Packing House--All Operations,2089,2081,111,2081,2089,2089,111,2081
Packing Houses,57651,2015,311615,Poultry Processing,2089,2081,865,2081,2089,2089,865,2081
,,2011,311611,Slaughtering,2081,2081,111,2081,2081,2081,111,2081
,,2011,311611,Stockyard--Butchering,2081,2081,111,2081,2081,2081,111,2081
"Paint, Varnish, Shellac or Lacquer Mfg.",57690,"2851
2851
2851","325510
325510
325510","Lacquer or Spirit Varnish Mfg.
Paint Mfg.
Varnish Mfg.--Oleoresinous","4439
4558
4561","4558
4558
4558","563
563
563","4558
4558
4439","4439
4558
4561","4439
4558
4561","563
563
563","4439
4558
4439"
"Paint, Wallpaper or Wallcovering Stores",15991,"5231
5231","444120
444120","Store: Paint--Retail (CA, DE, PA)
Store: Wallpaper--Retail--Incidental to Paint
Store (CA)","8017
8017","8065
8065","925
928","8017
8017","8017
8017","8017
8017","925
928","8017
8017"
"Painting, Picture or Frame Stores",15993,7699,442299,"Painting, Picture or Frame Stores (CGL)",8017,8017,928,8017,8017,8017,928,8017
"Painting--Exterior--Buildings or Structures--
Exceeding Three Stories in Height",98303,1721,238320,"Painting--Metal Structures over 2 Stories in
Height",5037,5040,655,5038,5038,5037,655,5041
"Painting--Exterior--Buildings or Structures--Three
Stories or Less in Height",98304,1721,238320,"Painting--Exterior--Buildings or Structures--
Three Stories or Less in Height (CGL)",5474,5474,665,5476,5475,5474,665,5474
Painting--Interior--Buildings or Structures,98305,1721,238320,"Painting (or Paperhanging) NOC and Shop
Operations",5474,5474,665,5476,5474,5474,665,5474
Painting--Oil or Gasoline Tanks,98306,1721,238320,Painting--Oil or Gasoline Tanks,5474,5474,655,5476,5475,5474,655,5474
Painting--Ship Hulls,98307,"1721
1721","238320
238320","Painting--Ship Hulls: State Act Only
Painting--Ship Hulls: U.S. Act (F Code)","6884
6874","N/A
N/A","6872
6872","6884
6874","6874
6874","6884
6874","6872
6872","6874
6874"
Painting--Shop Only,98308,"7532
1721","811121
238320","Automobile, Bus, Truck or Trailer Body Mfg.--
Upholstering
Painting--Automobile or Carriage Bodies","9522
9505","9522
9501","327
665","9522
9501","9522
9501","9522
9505","327
665","9522
8391"
FastComp.com,,55,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,1721,238320,Painting--Shop Only,9501,9501,665,9501,9501,9501,665,9501
Painting--Steel Structures or Bridges,98309,1721,237310,Painting--Metal Bridges and Shop Operations,5037,5040,655,5038,5038,5037,655,5041
,,2671,322221,Coated and Laminated Packaging Paper Mfg.,4250,4250,263,4250,4250,4250,263,4250
,,,,(NAICS),,,,,,,,
,,3497,322225,Laminated Aluminum Foil Mfg. for Flexible,4250,4250,255,4250,4250,4250,255,4250
,,,,Packaging Uses,,,,,,,,
Paper Coating or Finishing,57716,2672,322222,Paper Coating,4250,4250,255,4250,4250,4250,255,4250
,,2679,322299,Paper Crepeing,4250,4250,263,4250,4250,4250,263,4250
,,2672,322222,"Paper Oiling, Paraffining, Parchmentizing or",4250,4250,263,4250,4250,4250,263,4250
,,,,Waxing,,,,,,,,
,,2675,322226,Surface-Coated Paperboard Mfg.,4250,4250,255,4250,4250,4250,255,4250
,,2674,322224,Bag Mfg.--Paper,4273,4279,259,4273,4273,4273,257,4273
,,2673,326111,Bag Mfg.--Plastic,4273,4286,222,4452,4273,4273,222,4459
,,2673,322223,Coated Paper Bag and Pouch Mfg. (NAICS),4273,4279,259,4279,4273,4273,257,4273
,,2655,322214,"Fiber Drum Mfg. (DE, PA)",4279,4279,257,4279,4273,4273,257,4273
,,2782,323118,Loose-Leaf Ledger or Notebook Mfg.,4251,4250,265,4251,4251,4251,265,4279
,,2656,322215,Nonfolding Sanitary Food Container Mfg.,4279,4279,259,4279,4273,4273,257,4273
,,,,(NAICS),,,,,,,,
Paper Goods Mfg.,57725,2782,323118,Notebook or Loose-Leaf Ledger Mfg.,4251,4250,265,4251,4251,4251,265,4279
,,2674,322224,Paper Bag Mfg.,4273,4279,259,4273,4273,4273,257,4273
,,2679,322299,Paper Goods Mfg. NOC,4279,4279,259,4279,4279,4279,257,4279
,,2673,326111,Plastic Bag Mfg.--Converting from Rolls to,4273,4286,222,4452,4273,4273,222,4452
,,,,Bags--No Extrusion Operations (TX),,,,,,,,
,,2676,322291,Sanitary Paper Product Mfg. (NAICS),4279,4279,259,4279,4279,4279,257,4279
,,2678,322233,Stationery Mfg.,4251,4251,265,4251,4251,4251,265,4279
,,2677,322232,Stationery Mfg. (Envelope),4251,4251,265,4251,4251,4251,265,4279
,,2679,322222,Wallpaper Mfg.,4279,4279,259,4279,4301,4301,257,4250
Paper Mfg.,57726,"2621
2621
2631","322121
322122
322130","Paper Mfg.
Paper Mfg. (Newsprint)
Paperboard Mills (NAICS)","4239
4239
4239","4239
4239
4239","255
255
255","4239
4239
4239","4239
4239
4239","4239
4239
4239","255
255
255","4239
4239
4239"
Paper Products Distributors,16005,"5113
5111","424130
424110","Paper Products Distributors (CGL)
Printing and Writing Paper Merchant
Wholesalers (NAICS)","8018
8018","8018
8018","924
924","8018
8018","8018
8018","8018
8018","924
924","8018
8018"
,,5093,423930,Bottle Dealer--Used,8264,8264,862,2070,8264,8264,862,8264
,,5093,423930,Paper Shredding--By Specialist Contractor,8264,8264,862,8264,8264,8264,863,8264
,,,,"(DE, PA)",,,,,,,,
"Paper, Rag or Rubber Stock Dealers and",16009,5093,423930,Paper Stock or Rag Dealer--Used,8264,8264,860,8264,8264,8264,860,8264
Distributors--Secondhand,,,,,,,,,,,,
,,5093,423930,Rag or Paper Stock Dealer--Used,8264,8264,860,8264,8264,8264,860,8264
,,5093,423930,Rubber Stock Dealer--Used,8264,8264,862,8264,8264,8264,862,8264
,,5093,423930,Wiping Cloth Dealer and Laundry Operations,8103,8103,924,8018,8018,8103,924,8018
Paperhanging,98344,1721,238320,Paperhanging (Exclusively),5491,5474,667,5476,5491,5491,667,5491
FastComp.com,,56,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
Parachute Mfg.,57798,2399,314999,Parachute Mfg.,2501,2501,166,2501,2560,2553,166,2560
Parades,46590,7999,713990,Parades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parking--Private,46622,N/A,N/A,Parking--Private,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parking--Public--Not Open Air,46603,7521,812930,"Automobile Storage Garage, Parking Lot or
Parking Station, Valet Service, Cashiers or
Counter Personnel",8392,8392,825,8392,8392,8392,825,9015
Parking--Public--Open Air,46604,7521,812930,Automobile Parking Lot (Open Air),8392,8392,825,8392,8392,8392,825,9015
"Parking--Public--Shopping Centers--Maintained
by Lessee (Lessor's Risk Only)",46606,6519,531190,"Parking--Public--Shopping Centers--
Maintained by Lessee (Lessor's Risk Only)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Parking--Public--Shopping Centers--Maintained
by the Insured (Lessor's Risk Only)",46607,6512,531120,"Parking--Public--Shopping Centers--
Maintained by Insured (Lessor's Risk Only)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parks or Playgrounds,46671,"7999
7999","713990
713990","Park NOC--All Employees
Park Workers--Volunteers (NJ)","9102
9102","9015
9015","969
969","9015
9015","9102
9109","9102
9102","969
969","9102
9102"
Pattern Mfg.--Metal,57808,"3544
3543","333511
332997","Industrial Mold Mfg. (NAICS)
Pattern Mfg.--Metal","2790
2790","2790
2790","441
441","2790
2790","2790
2790","2790
2790","441
441","2790
2790"
Pattern Mfg.--Other,57809,"3543
3543
3543","332997
332997
332997","Last or Shoe Form Mfg.
Patternmaking NOC (Not Metal)
Shoe Form or Last Mfg.","2790
2790
2790","2790
2790
2790","441
441
441","2790
2790
2790","2790
2790
2790","2790
2790
2790","441
441
441","2790
2790
2790"
Pattern Mfg.--Paper,57810,"2741
2741
2741
2741","511199
511199
511199
511199","Boot or Shoe Pattern Mfg.
Dress Pattern Mfg.--Paper
Music Roll Mfg.--Perforated Paper
Shoe or Boot Pattern Mfg.","4282
4282
4282
4282","4279
4279
4279
4279","281
281
281
281","4279
4279
4279
4279","4282
4282
4282
4282","4282
4282
4282
4282","281
281
281
281","4282
4282
4282
4282"
Penal Institutions,46700,9223,922140,Penal Institutions,7720,7720,985,7720,7720,7720,985,7720
,,3952,339942,Crayon Mfg.,2942,4557,571,3574,2942,2942,571,4432
,,3951,339941,Fountain Pen Mfg.,4432,4432,459,3574,4432,4432,459,4432
,,3951,339941,Pen Mfg.--Fountain or Ballpoint,4432,4432,459,3574,4432,4432,459,4432
"Pencil, Pen, Crayon or Chalk Mfg.",57871,3951,339941,Pen Point Mfg.,3119,3152,459,3257,4432,3383,459,3257
,,3951,339941,Pencil Mfg.--Mechanical,4432,4432,459,3574,4432,4432,459,4432
,,3952,339942,Pencil or Penholder Mfg.,2942,2842,309,3574,2942,2942,306,4432
,,2531,339942,Pencil Stock Mfg.--Wood,2735,2731,306,2731,2883,2735,306,2881
,,3952,339942,Penholder or Pencil Mfg.,2942,2842,309,3574,2942,2942,306,4432
Pest Control Services,43470,"7342
7342
4959","561710
561710
561710","Exterminator
Exterminator (Termite)
Mosquito Extermination Commission (NJ)","9014
9014
9402","9031
5650
9402","971
971
992","9015
9015
9402","9014
9014
9423","9014
9014
9402","971
971
992","4519
4519
9402"
Pet Food Mfg.,57913,"2047
2047","311111
311111","Cannery NOC (Dog or Cat Food)
Pet Food Mfg.","2111
2111","2111
2111","113
113","2111
2111","2111
2111","2111
2111","113
113","2111
2111"
Pet Grooming,16402,752,812910,Pet Grooming,8831,8831,928,8831,8831,8831,928,8017
Pet Stores,16403,5999,453910,Store: Pet and Pet Supply--Retail,8017,8017,928,8017,8017,8017,928,8017
Pet Training,16404,752,812910,Pet Sitting Services,917,8831,928,8831,917,8831,8831,8017
FastComp.com,,57,,,,,(800 ) 476-2948,,,,,

ISO Description,ISO CGL,SIC,NAICS,General Description,NCCI,CA WC,DE WC,MI WC,NJ WC,NY WC,PA WC,TX WC
,,752,812910,Pet Training,8831,8831,928,8831,8831,8831,928,8017
Photo Finishing Laboratories,57997,"7384
7384","812921
812922","Film Print Shops--All Employees
One-Hour Photofinishing","4361
4361","4361
4361","928
928","4361
4361","4361
4361","4361
4361","928
928","4361
4361"
